,City,Latitude,Longitude,Value,Year,VAL
200,Bayrut (Beirut),33.9,35.48333,2226,2015,0.058577406
456,Singapore,1.28967,103.85007,2225,1970,0.058551091
942,Algiers,36.7525,3.04197,2220,1925,0.058419515
943,Osaka,34.693216,135.502082,2219,1925,0.0583932
201,Malappuram,11.06667,76.06667,2216,2015,0.058314255
202,Patna,25.6,85.11667,2210,2015,0.058156364
203,Medan,3.58333,98.66667,2204,2015,0.057998474
204,Napoli (Naples),40.850178,14.259213,2202,2015,0.057945844
205,Brisbane,-27.47,153.03,2202,2015,0.057945844
147,Kyiv (Kiev),50.445368,30.518634,2201,1980,0.057919528
65,Hamburg,53.57532,10.01534,2200,1975,0.057893213
66,Katowice,50.25842,19.02754,2200,1975,0.057893213
67,Kinshasa,-4.325,15.3222,2200,1975,0.057893213
68,Singapore,1.28967,103.85007,2200,1975,0.057893213
69,St. Louis,38.626978,-90.199403,2200,1975,0.057893213
490,Birmingham,52.48142,-1.89983,2196,1950,0.057787953
206,Maracaibo,10.63167,-71.64056,2196,2015,0.057787953
207,Weifang,36.71,119.1,2195,2015,0.057761638
208,Riverside-San Bernardino,33.95335,-117.39616,2194,2015,0.057735323
204,Napoli (Naples),40.850178,14.259213,2186,1980,0.057524802
209,St. Louis,38.628612,-90.197197,2184,2015,0.057472172
210,BelÃƒÂ©m,-1.46,-48.48,2182,2015,0.057419542
211,Lusaka,-15.413374,28.277148,2179,2015,0.057340596
212,Hiroshima,34.392823,132.460534,2173,2015,0.057182706
213,Toluca de Lerdo,19.283896,-99.657254,2164,2015,0.05694587
214,Kannur,11.872888,75.371554,2153,2015,0.056656404
41,Chengdu,30.67,104.07,2150,1980,0.056577458
457,Baghdad,33.34058,44.40088,2138,1970,0.056261677
215,Muqdisho (Mogadishu),2.041636,45.343492,2138,2015,0.056261677
216,La Habana (Havana),23.12,-82.38,2137,2015,0.056235362
109,PÃƒÂ´rto Alegre,-30.03,-51.23,2133,1980,0.056130102
102,Recife,-8.05,-34.88,2122,1980,0.055840636
217,Gujranwala,32.15,74.1833333,2122,2015,0.055840636
218,Yantai,37.47,121.44,2114,2015,0.055630115
116,Dar-el-Beida (Casablanca),33.59278,-7.61916,2109,1980,0.05549854
219,Santa Cruz,-17.8,-63.17,2107,2015,0.055445909
220,Bhopal,23.26667,77.4,2102,2015,0.055314334
70,Brussel,50.85045,4.34878,2100,1975,0.055261704
71,Houston,29.760193,-95.36939,2100,1975,0.055261704
72,Recife,-8.05389,-34.88111,2100,1975,0.055261704
491,Hong Kong,22.28552,114.15769,2100,1950,0.055261704
221,Sendai,38.256047,140.897639,2091,2015,0.055024868
944,Philadelphia,39.95,-75.1667,2085,1925,0.054866977
222,Shaoxing,30.01,120.57,2076,2015,0.054630141
458,Katowice,50.25842,19.02754,2065,1970,0.054340675
223,Pretoria,-25.74486,28.18783,2059,2015,0.054182785
279,Budapest,47.49801,19.03991,2057,1980,0.054130154
22,Kinshasa,-4.33,15.31,2053,1980,0.054024894
83,Monterrey,25.66667,-100.31667,2049,1980,0.053919634
459,Pittsburgh,40.44062,-79.99589,2045,1970,0.053814373
224,Bruxelles-Brussel,50.85,4.35,2045,2015,0.053814373
492,Beijing,39.9075,116.39723,2031,1950,0.053445962
225,San Antonio,29.424113,-98.493536,2030,2015,0.053419647
226,Manaus,-3.1,-60.03,2025,2015,0.053288071
227,Luoyang,34.62,112.46,2015,2015,0.05302492
228,Lubumbashi,-11.66,27.48,2015,2015,0.05302492
154,Surabaya,-7.288838,112.741078,2008,1980,0.052840715
229,Mbuji-Mayi,-6.15,23.6,2007,2015,0.0528144
230,Portland,45.521525,-122.679933,2001,2015,0.052656509
73,Ahmedabad,23.039568,72.566004,2000,1975,0.052630194
74,Bangalore,12.97194,77.59369,2000,1975,0.052630194
75,Belo Horizonte,-19.92083,-43.93778,2000,1975,0.052630194
76,Budapest,47.49801,19.03991,2000,1975,0.052630194
77,Lanzhou,36.061089,103.834304,2000,1975,0.052630194
78,Leeds,53.79648,-1.54785,2000,1975,0.052630194
79,Nanjing,32.05,118.766667,2000,1975,0.052630194
80,Pittsburgh,40.44062,-79.99589,2000,1975,0.052630194
81,Taipei,25.04776,121.53185,2000,1975,0.052630194
460,Shenyang,41.79222,123.43278,2000,1970,0.052630194
461,Taiyuan,37.87059,112.548879,2000,1970,0.052630194
231,Huai'an,33.61,119.01,2000,2015,0.052630194
172,Sapporo,43.06417,141.34694,1996,1980,0.052524934
232,Tunis,36.81897,10.16579,1993,2015,0.052445988
68,Haerbin,45.76,126.65,1992,1980,0.052419673
233,Barranquilla,10.96,-74.8,1991,2015,0.052393358
462,Brussel,50.85045,4.34878,1990,1970,0.052367043
234,Tijuana,32.53333,-117.01667,1987,2015,0.052288098
235,Nantong,31.99,120.87,1978,2015,0.052051262
236,Vadodara,22.3,73.2,1975,2015,0.051972317
463,Vienna,48.20849,16.37208,1968,1970,0.051788111
237,Rabat,34.01325,-6.83255,1967,2015,0.051761796
238,Agra,27.18333,78.01667,1966,2015,0.051735481
239,Thiruvananthapuram,8.50694,76.95694,1965,2015,0.051709166
240,Baotou,40.65,109.82,1957,2015,0.051498645
3584,London,51.511214,-0.119825,1948.417,1841,0.051272782
493,San Francisco,37.77493,-122.419416,1937,1950,0.050972343
241,Conakry,9.571642,-13.647602,1936,2015,0.050946028
242,Kampala,0.31628,32.58219,1936,2015,0.050946028
243,Visakhapatnam,17.681874,83.209685,1935,2015,0.050919713
464,Naples,40.851775,14.268122,1930,1970,0.050788137
244,Bursa,40.19167,29.06111,1923,2015,0.050603931
245,Multan,30.1833333,71.4833333,1921,2015,0.050551301
246,Sacramento,38.58157,-121.4944,1920,2015,0.050524986
247,Xuzhou,34.26,117.19,1918,2015,0.050472356
248,Minsk,53.9,27.57,1915,2015,0.050393411
216,La Habana (Havana),23.12,-82.38,1913,1980,0.050340781
249,West Yorkshire,53.798431,-1.764855,1912,2015,0.050314465
250,Haikou,20.03,110.33,1903,2015,0.05007763
82,Dhaka,23.709921,90.407143,1900,1975,0.049998684
83,Donetsk,48.015883,37.80285,1900,1975,0.049998684
84,Glasgow,55.86515,-4.25763,1900,1975,0.049998684
85,Havana,23.13302,-82.38304,1900,1975,0.049998684
86,Kiev,50.45466,30.5238,1900,1975,0.049998684
87,Minneapolis,39.12194,-93.265011,1900,1975,0.049998684
88,Naples,40.851775,14.268122,1900,1975,0.049998684
89,Warsaw,52.22977,21.01178,1900,1975,0.049998684
2446,New York,40.714353,-74.005972,1900,1875,0.049998684
79,Ankara,39.91987,32.85427,1891,1980,0.049761848
251,Brazzaville,-4.27,15.28,1888,2015,0.049682903
252,Esfahan,32.65722,51.67761,1880,2015,0.049472382
19,"Guangzhou, Guangdong",23.13,113.26,1870,1980,0.049209231
253,Bucuresti (Bucharest),44.432787,26.104302,1868,2015,0.049156601
945,Vienna,48.20849,16.37208,1865,1925,0.049077656
253,Bucuresti (Bucharest),44.432787,26.104302,1865,1980,0.049077656
254,Perth,-31.95,115.85,1861,2015,0.048972395
266,Torino (Turin),45.068672,7.677218,1860,1980,0.04894608
209,St. Louis,38.628612,-90.197197,1851,1980,0.048709244
153,P'yongyang,39.03,125.75,1842,1980,0.048472409
255,Hamburg,53.55,10,1831,2015,0.048182943
256,Adana,37.00167,35.32889,1830,2015,0.048156627
212,Hiroshima,34.392823,132.460534,1825,1980,0.048025052
198,Tashkent,41.26465,69.21627,1818,1980,0.047840846
257,La Paz,-16.5,-68.15,1816,2015,0.047788216
258,Samut Prakan,13.59934,100.59675,1814,2015,0.047735586
277,Pittsburgh,40.441823,-79.98823,1807,1980,0.04755138
259,LeÃƒÂ_n de los Aldamas,21.123373,-101.680486,1807,2015,0.04755138
260,Karaj,35.8355,51.0103,1807,2015,0.04755138
1160,Moscow,55.75222,37.61556,1805,1914,0.04749875
90,Algiers,36.7525,3.04197,1800,1975,0.047367175
91,Amsterdam,52.37403,4.88969,1800,1975,0.047367175
92,Baltimore,39.29038,-76.61219,1800,1975,0.047367175
93,Casablanca,33.58831,-7.61138,1800,1975,0.047367175
94,Cologne,50.937531,6.960278,1800,1975,0.047367175
95,Harbin,45.75,126.65,1800,1975,0.047367175
96,Porto Alegre,-30.03306,-51.23,1800,1975,0.047367175
97,Turin,45.07049,7.68682,1800,1975,0.047367175
98,Xian,34.341485,108.940404,1800,1975,0.047367175
1161,Ruhr,51.407415,6.862626,1800,1914,0.047367175
494,Tianjin,39.14222,117.17667,1795,1950,0.047235599
155,Minneapolis-St. Paul,44.97307,-93.269895,1794,1980,0.047209284
261,Hohhot,40.81,111.65,1785,2015,0.046972448
126,Seattle,47.626353,-122.333144,1780,1980,0.046840873
262,Nashik,19.98333,73.8,1779,2015,0.046814558
263,Cleveland,41.498587,-81.687402,1773,2015,0.046656667
264,Hyderabad,25.3666667,68.3666667,1772,2015,0.046630352
265,Makkah (Mecca),21.417368,39.815855,1771,2015,0.046604037
266,Torino (Turin),45.068672,7.677218,1765,2015,0.046446146
267,Yangzhou,32.39,119.42,1765,2015,0.046446146
946,Boston,42.358431,-71.059772,1764,1925,0.046419831
947,Moscow,55.75222,37.61556,1764,1925,0.046419831
268,Vijayawada,16.51667,80.61667,1760,2015,0.046314571
495,Vienna,48.20849,16.37208,1755,1950,0.046182995
269,Wien (Vienna),48.21,16.37,1753,2015,0.046130365
263,Cleveland,41.498587,-81.687402,1751,1980,0.046077735
197,Baltimore,39.29038,-76.61219,1749,1980,0.046025105
270,Peshawar,34.00195,71.55944,1736,2015,0.045683008
271,Valencia,10.16202,-68.00765,1734,2015,0.045630378
43,"Nanjing, Jiangsu",32.05,118.79,1731,1980,0.045551433
97,MedellÃƒÂ_n,6.25,-75.56,1731,1980,0.045551433
221,Sendai,38.256047,140.897639,1731,1980,0.045551433
272,Orlando,28.53834,-81.37924,1731,2015,0.045551433
273,Phnum PÃƒÂ©nh (Phnom Penh),11.56,104.92,1731,2015,0.045551433
274,San Jose,37.33939,-121.89496,1730,2015,0.045525118
385,Glasgow,55.86515,-4.25763,1728,1980,0.045472488
275,Quito,-0.23,-78.52,1726,2015,0.045419857
948,Manchester,53.48095,-2.23743,1725,1925,0.045393542
276,Warszawa (Warsaw),52.22977,21.01178,1722,2015,0.045314597
277,Pittsburgh,40.441823,-79.98823,1719,2015,0.045235652
134,San Diego,32.71533,-117.15726,1718,1980,0.045209337
1260,Chicago,41.85003,-87.65005,1717,1900,0.045183021
278,Ludhiana,30.9,75.85,1716,2015,0.045156706
279,Budapest,47.49801,19.03991,1714,2015,0.045104076
280,Montevideo,-34.83346,-56.16735,1707,2015,0.044919871
281,"Linyi, Shandong",35.05,118.33,1706,2015,0.044893555
99,Atlanta,33.749,-84.38798,1700,1975,0.044735665
100,Hyderabad,17.38405,78.45636,1700,1975,0.044735665
101,Munich,48.136739,11.576756,1700,1975,0.044735665
102,Nizhniy Novgorod,56.3269,44.0075,1700,1975,0.044735665
103,San Diego,32.715328,-117.157256,1700,1975,0.044735665
104,Seattle,47.60621,-122.33207,1700,1975,0.044735665
105,Surabaya,-7.24917,112.75083,1700,1975,0.044735665
949,Birmingham,52.48142,-1.89983,1700,1925,0.044735665
1261,Vienna,48.20849,16.37208,1698,1900,0.044683035
282,Al-Mawsil (Mosul),36.335,43.1188889,1694,2015,0.044577774
283,Cincinnati,39.104722,-84.518783,1688,2015,0.044419884
284,Austin,30.27,-97.74,1684,2015,0.044314623
111,Salvador,-12.97,-38.51,1683,1980,0.044288308
285,Ciudad de PanamÃƒÂ¡ (Panama City),8.995816,-79.519572,1673,2015,0.044025157
496,Rome,41.89474,12.4839,1665,1950,0.043814636
286,Shiraz,29.6036,52.5388,1661,2015,0.043709376
100,Changchun,43.88,125.29,1655,1980,0.043551485
224,Bruxelles-Brussel,50.85,4.35,1654,1980,0.04352517
255,Hamburg,53.55,10,1652,1980,0.04347254
2954,Beijing,39.9075,116.39723,1648,1850,0.04336728
3530,Beijing,39.9075,116.39723,1648,1845,0.04336728
287,"Taizhou, Zhejiang",28.64,121.42,1648,2015,0.04336728
288,Indianapolis,39.790942,-86.147685,1646,2015,0.04331465
58,Pune (Poona),18.516057,73.861578,1642,1980,0.043209389
289,Hims (Homs),34.731809,36.718125,1641,2015,0.043183074
290,Grande VitÃƒÂ_ria,-20.31,-40.31,1636,2015,0.043051499
497,Sydney,-33.86785,151.20732,1635,1950,0.043025184
291,Handan,36.6,114.47,1634,2015,0.042998868
1162,Buenos Aires,-34.61315,-58.37723,1630,1914,0.042893608
292,Semarang,-6.9932,110.4203,1630,2015,0.042893608
293,Davao City,7.073854,125.612487,1630,2015,0.042893608
70,Atlanta,33.76,-84.4,1625,1980,0.042762033
200,Bayrut (Beirut),33.9,35.48333,1623,1980,0.042709402
170,El DjazaÃƒÂ¯r  (Algiers),36.75,3.04,1621,1980,0.042656772
294,Daqing,46.58,125,1621,2015,0.042656772
295,Liuzhou,24.3,109.38,1619,2015,0.042604142
296,Charlotte,35.22709,-80.84313,1616,2015,0.042525197
141,Kanpur,26.46667,80.35,1612,1980,0.042419936
105,Cape Town,-33.92584,18.42322,1609,1980,0.042340991
297,Lyon,45.74846,4.84671,1609,2015,0.042340991
298,Marseille-Aix-en-Provence,43.528414,5.443298,1605,2015,0.042235731
299,Kansas City,39.11417,-94.62746,1604,2015,0.042209416
106,Ankara,39.91987,32.85427,1600,1975,0.042104155
107,Frankfurt am Main,50.110922,8.682128,1600,1975,0.042104155
108,Kharkov,49.9935,36.230384,1600,1975,0.042104155
109,Lisbon,38.71667,-9.13333,1600,1975,0.042104155
110,Liverpool,53.408372,-2.991572,1600,1975,0.042104155
111,Taiyuan,37.87059,112.548879,1600,1975,0.042104155
112,Tashkent,41.26465,69.21627,1600,1975,0.042104155
113,Vienna,48.20849,16.37208,1600,1975,0.042104155
1163,Manchester,53.48095,-2.23743,1600,1914,0.042104155
300,Rajkot,22.3,70.78333,1599,2015,0.04207784
301,Yinchuan,38.47,106.27,1596,2015,0.041998895
302,Madurai,9.93333,78.11667,1593,2015,0.041919949
199,Daegu,35.87028,128.59111,1582,1980,0.041630483
498,Hamburg,53.57532,10.01534,1580,1950,0.041577853
189,Baku,40.38,49.89,1574,1980,0.041419963
303,Tabriz,38.08,46.2919,1572,2015,0.041367332
304,Jiangmen,22.58,113.08,1572,2015,0.041367332
276,Warszawa (Warsaw),52.22977,21.01178,1565,1980,0.041183127
305,Daejon,36.32139,127.41972,1564,2015,0.041156812
306,Anshan,41.12,122.99,1559,2015,0.041025236
499,Seoul,37.56826,126.97783,1550,1950,0.0407884
307,Meerut,28.97155,77.71934,1550,2015,0.0407884
308,Zhuhai,22.28,113.57,1542,2015,0.04057788
309,Varanasi (Benares),25.316426,82.982198,1541,2015,0.040551564
269,Wien (Vienna),48.21,16.37,1539,1980,0.040498934
310,Baixada Santista,-23.96,-46.33,1539,2015,0.040498934
311,Gwangju,35.146111,126.918611,1536,2015,0.040419989
312,Xiangyang,32.01,112.14,1533,2015,0.040341044
313,Datong,40.08,113.29,1532,2015,0.040314729
314,Gaziantep,37.05944,37.3825,1528,2015,0.040209468
500,Madrid,40.416775,-3.703789,1527,1950,0.040183153
315,Kaohsiung,22.63,120.32,1523,2015,0.040077893
316,Almaty,43.247189,76.910127,1523,2015,0.040077893
501,Johannesburg,-26.20227,28.04363,1520,1950,0.039998947
317,Jilin,43.85,126.56,1520,2015,0.039998947
318,CÃƒÂ_rdoba,-31.41,-64.18,1511,2015,0.039762112
319,"Columbus, Ohio",39.962205,-83.000186,1505,2015,0.039604221
320,Harare,-17.82935,31.05389,1501,2015,0.039498961
114,Bucharest,44.43225,26.10626,1500,1975,0.039472645
115,Buffalo,42.9047,-78.8494,1500,1975,0.039472645
116,Copenhagen,55.67594,12.56553,1500,1975,0.039472645
117,Guadalajara,20.673819,-103.343489,1500,1975,0.039472645
118,Hanoi,21.033333,105.85,1500,1975,0.039472645
502,Budapest,47.49801,19.03991,1500,1950,0.039472645
950,Shanghai,31.22222,121.45806,1500,1925,0.039472645
1164,Birmingham,52.48142,-1.89983,1500,1914,0.039472645
1262,Tokyo,35.6895,139.69171,1497,1900,0.0393937
321,Novosibirsk,55.0415,82.9346,1497,2015,0.0393937
249,West Yorkshire,53.798431,-1.764855,1496,1980,0.039367385
322,Benin City,6.33504,5.62749,1496,2015,0.039367385
503,Guangzhou,23.11667,113.25,1495,1950,0.03934107
323,Makassar (Ujung Pandang),-5.144396,119.423639,1489,2015,0.039183179
98,Fortaleza,-3.74,-38.54,1488,1980,0.039156864
324,Stockholm,59.33258,18.0649,1486,2015,0.039104234
119,Kitakyushu,33.83333,130.83333,1480,1975,0.038946344
1165,Osaka,34.693216,135.502082,1480,1914,0.038946344
120,Qingdao,36.067082,120.38264,1473,1975,0.038762138
329,Kharkiv,49.98081,36.25272,1466,1980,0.038577932
325,Virginia Beach,36.834498,-76.087179,1460,2015,0.038420042
326,Palembang,-2.91673,104.7458,1455,2015,0.038288466
280,Montevideo,-34.83346,-56.16735,1454,1980,0.038262151
504,Jakarta,-6.21462,106.84513,1452,1950,0.038209521
175,Bandung,-6.919393,107.608456,1452,1980,0.038209521
327,Qiqihaer,47.34,123.97,1452,2015,0.038209521
328,Jamshedpur,22.8,86.18333,1451,2015,0.038183206
108,Tel Aviv-Yafo (Tel Aviv-Jaffa),32.08088,34.78057,1448,1980,0.03810426
329,Kharkiv,49.98081,36.25272,1441,2015,0.037920055
1263,Saint Petersburg,59.89444,30.26417,1439,1900,0.037867425
330,MÃƒÂ_nchen (Munich),48.137076,11.573377,1438,2015,0.037841109
331,Putian,25.44,119.01,1438,2015,0.037841109
332,Grande SÃƒÂ£o LuÃƒÂ_s,-2.54,-44.28,1437,2015,0.037814794
333,"Yancheng, Jiangsu",33.36,120.16,1436,2015,0.037788479
1264,Manchester,53.48095,-2.23743,1435,1900,0.037762164
121,Montevideo,-34.817311,-56.158866,1430,1975,0.037630589
951,Saint Petersburg,59.89444,30.26417,1430,1925,0.037630589
334,Srinagar,34.083658,74.797363,1429,2015,0.037604274
505,Barcelona,41.38879,2.15899,1425,1950,0.037499013
85,Dalian,38.91,121.6,1424,1980,0.037472698
335,"Wuhu, Anhui",31.33,118.38,1424,2015,0.037472698
122,Cincinnati,39.162,-84.45689,1422,1975,0.037420068
92,Phoenix-Mesa,33.449454,-112.074743,1422,1980,0.037420068
1265,Philadelphia,39.95,-75.1667,1418,1900,0.037314808
123,Kanpur,26.4478,80.34627,1415,1975,0.037235862
336,Kollam,8.88056,76.59167,1410,2015,0.037104287
337,Milwaukee,43.0389,-87.90647,1409,2015,0.037077972
124,Chengdu,30.66667,104.06667,1401,1975,0.036867451
125,Salvador,-12.97111,-38.51083,1401,1975,0.036867451
506,Manila,14.58,121,1400,1950,0.036841136
507,Milan,45.465453,9.198786,1400,1950,0.036841136
1166,Calcutta,22.56263,88.36304,1400,1914,0.036841136
952,Glasgow,55.86515,-4.25763,1396,1925,0.036735875
338,Quanzhou,24.9,118.6,1395,2015,0.03670956
953,Detroit,42.33143,-83.04575,1394,1925,0.036683245
126,Changchun,43.9,125.2,1392,1975,0.036630615
339,Batam,1.119078,104.031275,1391,2015,0.0366043
954,Calcutta,22.56263,88.36304,1390,1925,0.036577985
340,Ciudad JuÃƒÂ¡rez,31.73333,-106.48333,1390,2015,0.036577985
127,Milwaukee,43.0389,-87.90647,1388,1975,0.036525355
128,Novosibirsk,55.0415,82.9346,1385,1975,0.036446409
341,"Jining, Shandong",35.41,116.58,1385,2015,0.036446409
75,Abidjan,5.35,-4.03,1384,1980,0.036420094
129,Baku,40.37767,49.89201,1383,1975,0.036393779
342,Rosario,-32.95,-60.64,1381,2015,0.036341149
343,Yekaterinburg,56.8575,60.6125,1379,2015,0.036288519
344,Ulaanbaatar,47.90771,106.88324,1377,2015,0.036235889
173,Dimashq (Damascus),33.508586,36.308444,1376,1980,0.036209573
130,Samara,53.2028,50.1408,1375,1975,0.036183258
345,Raipur,21.23333,81.63333,1374,2015,0.036156943
508,Cleveland,41.499495,-81.695409,1372,1950,0.036104313
298,Marseille-Aix-en-Provence,43.528414,5.443298,1372,1980,0.036104313
955,Hamburg,53.57532,10.01534,1369,1925,0.036025368
509,St. Louis,38.626978,-90.199403,1366,1950,0.035946422
346,Islamabad,33.70351,73.059373,1365,2015,0.035920107
164,Tampa-St. Petersburg,27.94752,-82.45843,1362,1980,0.035841162
131,Newcastle upon Tyne,54.978253,-1.617781,1360,1975,0.035788532
132,Stockholm,59.33258,18.0649,1357,1975,0.035709587
391,Nizhniy Novgorod,56.32867,44.00205,1357,1980,0.035709587
510,Madras,13.08784,80.27847,1356,1950,0.035683271
168,Denver-Aurora,39.734283,-104.983138,1356,1980,0.035683271
133,Medellin,6.25184,-75.56359,1350,1975,0.035525381
134,Monterrey,25.6667,-100.3,1350,1975,0.035525381
511,Melbourne,-37.814,144.96332,1350,1950,0.035525381
3776,Beijing,39.9075,116.39723,1350,1825,0.035525381
110,Kano,12.00012,8.51672,1350,1980,0.035525381
135,Sverdlovs'k,48.08455,39.651631,1345,1975,0.035393805
347,Auckland,-36.86667,174.76667,1344,2015,0.03536749
348,Aurangabad,19.876619,75.34331,1344,2015,0.03536749
136,Pune,18.52043,73.856744,1340,1975,0.03526223
82,Chittagong,22.33,91.84,1340,1980,0.03526223
203,Medan,3.58333,98.66667,1340,1980,0.03526223
349,Jabalpur,23.16697,79.95006,1337,2015,0.035183285
350,Calgary,51.04,-114.06,1337,2015,0.035183285
3777,London,51.511214,-0.119825,1335,1825,0.035130654
351,Chaozhou,23.67,116.64,1333,2015,0.035078024
352,TorreÃƒÂ_n,25.539231,-103.461434,1332,2015,0.035051709
321,Novosibirsk,55.0415,82.9346,1329,1980,0.034972764
353,Huainan,32.63,117,1327,2015,0.034920134
354,Ottawa-Gatineau,45.42,-75.7,1326,2015,0.034893819
2838,Paris,48.856614,2.352222,1325,1851,0.034867503
355,Xining,36.62,101.77,1323,2015,0.034814873
137,Dnipropetrovsk,48.464717,35.046183,1320,1975,0.034735928
512,Glasgow,55.86515,-4.25763,1320,1950,0.034735928
248,Minsk,53.9,27.57,1320,1980,0.034735928
956,Budapest,47.49801,19.03991,1318,1925,0.034683298
138,Fortaleza,-3.71722,-38.54306,1317,1975,0.034656983
2955,Paris,48.856614,2.352222,1314,1850,0.034578037
356,Praha (Prague),50.09,14.42,1314,2015,0.034578037
357,Asansol,23.68333,86.98333,1313,2015,0.034551722
139,Daegu,35.871435,128.601445,1311,1975,0.034499092
513,Pittsburgh,40.44062,-79.99589,1310,1950,0.034472777
2646,Beijing,39.9075,116.39723,1310,1861,0.034472777
119,Curitiba,-25.43,-49.27,1310,1980,0.034472777
514,Delhi,28.65381,77.22897,1306,1950,0.034367517
1167,Boston,42.358431,-71.059772,1304,1914,0.034314886
358,Cixi,30.18,121.25,1303,2015,0.034288571
359,Hengyang,26.88,112.63,1301,2015,0.034235941
140,Bandung,-6.914744,107.609814,1300,1975,0.034209626
141,Fukuoka,33.591389,130.414722,1300,1975,0.034209626
1168,Hamburg,53.57532,10.01534,1300,1914,0.034209626
1169,Liverpool,53.408372,-2.991572,1300,1914,0.034209626
3881,Beijing,39.9075,116.39723,1300,1821,0.034209626
